"","parameter","index","simulation_value","IQR_min","IQR50_lower","IQR50_upper","mean","median","sd","n_series","n_observations","mean_IQR","mean_sd","model"
"723","sigma","8",0.25,0.54,0.261062156867086,0.591354642162536,0.425209738697711,0.431361315171628,0.219727953333287,20,5,0.54,0.219727953333287,"pooled"
"724","sigma","9",0.25,0.54,0.261062156867086,0.591354642162536,0.425209738697711,0.431361315171628,0.219727953333287,20,5,0.54,0.219727953333287,"pooled"
"725","sigma","10",0.25,0.54,0.261062156867086,0.591354642162536,0.425209738697711,0.431361315171628,0.219727953333287,20,5,0.54,0.219727953333287,"pooled"
"726","sigma","11",0.25,0.54,0.261062156867086,0.591354642162536,0.425209738697711,0.431361315171628,0.219727953333287,20,5,0.54,0.219727953333287,"pooled"
"727","sigma","12",0.25,0.54,0.261062156867086,0.591354642162536,0.425209738697711,0.431361315171628,0.219727953333287,20,5,0.54,0.219727953333287,"pooled"
"728","sigma","13",0.25,0.54,0.261062156867086,0.591354642162536,0.425209738697711,0.431361315171628,0.219727953333287,20,5,0.54,0.219727953333287,"pooled"
"729","sigma","14",0.25,0.54,0.261062156867086,0.591354642162536,0.425209738697711,0.431361315171628,0.219727953333287,20,5,0.54,0.219727953333287,"pooled"
"730","sigma","15",0.25,0.54,0.261062156867086,0.591354642162536,0.425209738697711,0.431361315171628,0.219727953333287,20,5,0.54,0.219727953333287,"pooled"
"731","sigma","16",0.25,0.54,0.261062156867086,0.591354642162536,0.425209738697711,0.431361315171628,0.219727953333287,20,5,0.54,0.219727953333287,"pooled"
"732","sigma","17",0.25,0.54,0.261062156867086,0.591354642162536,0.425209738697711,0.431361315171628,0.219727953333287,20,5,0.54,0.219727953333287,"pooled"
"733","sigma","18",0.25,0.54,0.261062156867086,0.591354642162536,0.425209738697711,0.431361315171628,0.219727953333287,20,5,0.54,0.219727953333287,"pooled"
"734","sigma","19",0.25,0.54,0.261062156867086,0.591354642162536,0.425209738697711,0.431361315171628,0.219727953333287,20,5,0.54,0.219727953333287,"pooled"
"735","sigma","20",0.25,0.54,0.261062156867086,0.591354642162536,0.425209738697711,0.431361315171628,0.219727953333287,20,5,0.54,0.219727953333287,"pooled"
"736","rho","1",2.83684517940916,0.95,3.00381874530125,3.20411211696026,3.10822600989461,3.10338860779024,0.151222976625298,20,5,0.8335,0.153288614189114,"non_pooled"
"737","rho","2",2.44805677429975,1,3.00899172774993,3.20765489191828,3.11202085815319,3.1074036890133,0.148668941139693,20,5,0.8335,0.153288614189114,"non_pooled"
"738","rho","3",2.95806312221323,0.67,3.00276930603267,3.20412612301037,3.10702331627034,3.10270461952365,0.153769879832965,20,5,0.8335,0.153288614189114,"non_pooled"
"739","rho","4",2.49401689919212,1,2.99647499522546,3.20062782595698,3.10119586126744,3.09649819299399,0.152773041301084,20,5,0.8335,0.153288614189114,"non_pooled"
"740","rho","5",2.12034519069175,1,3.00739020115819,3.19485321986264,3.10497310823619,3.09813046819943,0.147169870687073,20,5,0.8335,0.153288614189114,"non_pooled"
"741","rho","6",2.35008460141007,1,3.00265237033356,3.22479040200375,3.11304559938279,3.10799933696789,0.159685527757689,20,5,0.8335,0.153288614189114,"non_pooled"
"742","rho","7",2.71453481622613,1,2.99959226705653,3.20212516222829,3.10480744609619,3.10097385931579,0.152545017514594,20,5,0.8335,0.153288614189114,"non_pooled"
"743","rho","8",3.11152199674083,0.07,2.99213615060595,3.20303040032914,3.10214805330039,3.09789333915153,0.154036787018695,20,5,0.8335,0.153288614189114,"non_pooled"
"744","rho","9",2.39189798256476,1,3.0059783484928,3.22004946843634,3.11438835244685,3.11172604400907,0.158548670345943,20,5,0.8335,0.153288614189114,"non_pooled"
"745","rho","10",3.13651081566584,0.19,3.01239237747452,3.20723548350362,3.11055952728545,3.10316609119476,0.150426924298252,20,5,0.8335,0.153288614189114,"non_pooled"
"746","rho","11",2.25997627625255,1,3.01637413442207,3.20488639218665,3.1122976547978,3.10715895744534,0.149979035148806,20,5,0.8335,0.153288614189114,"non_pooled"
"747","rho","12",2.81026147169677,0.97,3.0046082231231,3.22077713254157,3.11540956909306,3.11013049701041,0.154905701094599,20,5,0.8335,0.153288614189114,"non_pooled"
"748","rho","13",2.75980709463202,0.99,2.99773867421364,3.21408897349776,3.10788662993478,3.102922555666,0.159053781678267,20,5,0.8335,0.153288614189114,"non_pooled"
"749","rho","14",3.26918952896685,0.71,3.0059925665519,3.20169798844596,3.10515561280065,3.09554947290738,0.150602321086433,20,5,0.8335,0.153288614189114,"non_pooled"
"750","rho","15",3.15229700847257,0.18,3.01619279118996,3.22051508498704,3.12008930774345,3.11442114515179,0.151499304999121,20,5,0.8335,0.153288614189114,"non_pooled"
"751","rho","16",2.02268174672782,1,3.00206235678895,3.20877787375095,3.11195484493017,3.10985747568032,0.156746003271025,20,5,0.8335,0.153288614189114,"non_pooled"
"752","rho","17",2.73294956085356,0.99,3.00267147551057,3.20850543532877,3.10850420853631,3.10514628136822,0.154046978513324,20,5,0.8335,0.153288614189114,"non_pooled"
"753","rho","18",2.80274890951975,0.98,3.00112155975437,3.20838221971244,3.10918286643408,3.10324671796299,0.150525085299017,20,5,0.8335,0.153288614189114,"non_pooled"
"754","rho","19",2.05016985070529,1,3.01214162464846,3.21604472515772,3.11621768633614,3.11186295006668,0.150993736016057,20,5,0.8335,0.153288614189114,"non_pooled"
"755","rho","20",3.46706260585109,0.97,2.995410364079,3.21442001956593,3.10778997221582,3.10395121689434,0.158572700154352,20,5,0.8335,0.153288614189114,"non_pooled"
"756","alpha","1",2.46706760601525,1,0.117441209230753,0.428725749808138,0.295967131561305,0.241985247301982,0.230590195946017,20,5,0.96,0.270249459968312,"non_pooled"
"757","alpha","2",1.88067989230575,1,0.619903425476896,0.955394274469738,0.796981241570581,0.781072495780138,0.265234417786009,20,5,0.96,0.270249459968312,"non_pooled"
"758","alpha","3",2.46723896176551,1,0.166254441593771,0.559268246765373,0.391161500345544,0.340243621285494,0.279270585811894,20,5,0.96,0.270249459968312,"non_pooled"
"759","alpha","4",2.49813556443591,1,1.17553193236831,1.50673840603469,1.34661271368913,1.33369153600417,0.260989874391821,20,5,0.96,0.270249459968312,"non_pooled"
"760","alpha","5",2.8949372005404,1,0.173737507406811,0.57118603949221,0.393101161325368,0.344103240877597,0.27578417778084,20,5,0.96,0.270249459968312,"non_pooled"
"761","alpha","6",2.27915199641374,1,0.300664374422396,0.700198957452339,0.51882443205409,0.503614043861279,0.283615172449582,20,5,0.96,0.270249459968312,"non_pooled"
"762","alpha","7",3.00786575031424,1,0.921818765035343,1.27818288037579,1.11127846877179,1.08891944867071,0.266326353492681,20,5,0.96,0.270249459968312,"non_pooled"
"763","alpha","8",3.18985338378285,1,0.745370785118475,1.10545951654669,0.930173798429135,0.925884154527332,0.284521851458773,20,5,0.96,0.270249459968312,"non_pooled"
"764","alpha","9",1.27562578163003,0.97,0.431402901141197,0.817459657425832,0.621448427674992,0.612420810427949,0.28966865598577,20,5,0.96,0.270249459968312,"non_pooled"
"765","alpha","10",2.16798377234888,1,0.717678511887115,1.10097851955423,0.9140355020216,0.899246545977435,0.278478102225797,20,5,0.96,0.270249459968312,"non_pooled"
"766","alpha","11",2.92033515858084,1,0.198986165002143,0.611294779265073,0.43093600794839,0.400912989406983,0.281533867592613,20,5,0.96,0.270249459968312,"non_pooled"
"767","alpha","12",0.328395187977081,0.28,0.110134234954095,0.420209904417058,0.292501797281951,0.239731549527625,0.233794832252958,20,5,0.96,0.270249459968312,"non_pooled"
"768","alpha","13",2.44846906961431,1,0.319815147347265,0.790738865672082,0.572944050522337,0.550019637390675,0.33617698645118,20,5,0.96,0.270249459968312,"non_pooled"
"769","alpha","14",2.48245880985877,1,0.94731990414399,1.32002186142625,1.13921437207475,1.12826923969287,0.287727585511261,20,5,0.96,0.270249459968312,"non_pooled"
"770","alpha","15",2.758213782399,1,1.1272135939202,1.45371402900296,1.29825897960368,1.28138901445511,0.231628780344664,20,5,0.96,0.270249459968312,"non_pooled"
"771","alpha","16",1.54049521980385,1,0.256336373375044,0.645189045978255,0.465769463661879,0.450884346742028,0.276240791059997,20,5,0.96,0.270249459968312,"non_pooled"
"772","alpha","17",0.894616333020729,0.95,0.14581505754693,0.474068456225348,0.332600563628927,0.291311578297876,0.237919751397825,20,5,0.96,0.270249459968312,"non_pooled"
"773","alpha","18",2.4029282734063,1,0.255105884599059,0.677917738694661,0.489796026416323,0.477802663149851,0.296280799158863,20,5,0.96,0.270249459968312,"non_pooled"
"774","alpha","19",2.56893491784405,1,0.876952838652224,1.22263779863702,1.05700733227943,1.04318891664316,0.258413450630033,20,5,0.96,0.270249459968312,"non_pooled"
"775","alpha","20",1.29391671757039,1,0.124089532701182,0.480831780983353,0.321963638290851,0.259953901305726,0.250792967637662,20,5,0.96,0.270249459968312,"non_pooled"
"776","sigma","1",0.25,1,0.985490968478511,1.11058595286542,1.04915528073588,1.04457827990089,0.0963373629371554,20,5,1,0.0963373629371554,"non_pooled"
"777","sigma","2",0.25,1,0.985490968478511,1.11058595286542,1.04915528073588,1.04457827990089,0.0963373629371554,20,5,1,0.0963373629371554,"non_pooled"
"778","sigma","3",0.25,1,0.985490968478511,1.11058595286542,1.04915528073588,1.04457827990089,0.0963373629371554,20,5,1,0.0963373629371554,"non_pooled"
"779","sigma","4",0.25,1,0.985490968478511,1.11058595286542,1.04915528073588,1.04457827990089,0.0963373629371554,20,5,1,0.0963373629371554,"non_pooled"
"780","sigma","5",0.25,1,0.985490968478511,1.11058595286542,1.04915528073588,1.04457827990089,0.0963373629371554,20,5,1,0.0963373629371554,"non_pooled"
"781","sigma","6",0.25,1,0.985490968478511,1.11058595286542,1.04915528073588,1.04457827990089,0.0963373629371554,20,5,1,0.0963373629371554,"non_pooled"
"782","sigma","7",0.25,1,0.985490968478511,1.11058595286542,1.04915528073588,1.04457827990089,0.0963373629371554,20,5,1,0.0963373629371554,"non_pooled"
"783","sigma","8",0.25,1,0.985490968478511,1.11058595286542,1.04915528073588,1.04457827990089,0.0963373629371554,20,5,1,0.0963373629371554,"non_pooled"
"784","sigma","9",0.25,1,0.985490968478511,1.11058595286542,1.04915528073588,1.04457827990089,0.0963373629371554,20,5,1,0.0963373629371554,"non_pooled"
"785","sigma","10",0.25,1,0.985490968478511,1.11058595286542,1.04915528073588,1.04457827990089,0.0963373629371554,20,5,1,0.0963373629371554,"non_pooled"
"786","sigma","11",0.25,1,0.985490968478511,1.11058595286542,1.04915528073588,1.04457827990089,0.0963373629371554,20,5,1,0.0963373629371554,"non_pooled"
"787","sigma","12",0.25,1,0.985490968478511,1.11058595286542,1.04915528073588,1.04457827990089,0.0963373629371554,20,5,1,0.0963373629371554,"non_pooled"
"788","sigma","13",0.25,1,0.985490968478511,1.11058595286542,1.04915528073588,1.04457827990089,0.0963373629371554,20,5,1,0.0963373629371554,"non_pooled"
"789","sigma","14",0.25,1,0.985490968478511,1.11058595286542,1.04915528073588,1.04457827990089,0.0963373629371554,20,5,1,0.0963373629371554,"non_pooled"
"790","sigma","15",0.25,1,0.985490968478511,1.11058595286542,1.04915528073588,1.04457827990089,0.0963373629371554,20,5,1,0.0963373629371554,"non_pooled"
"791","sigma","16",0.25,1,0.985490968478511,1.11058595286542,1.04915528073588,1.04457827990089,0.0963373629371554,20,5,1,0.0963373629371554,"non_pooled"
