"","parameter","index","simulation_value","IQR_min","IQR50_lower","IQR50_upper","mean","median","sd","n_series","n_observations","mean_IQR","mean_sd","model"
"1315","mu","10",-0.561802054419258,1,-0.103125247881307,-0.0578472153512328,-0.0803020632803088,-0.0816643643357054,0.0341907502214759,20,20,0.868,0.0341907502214759,"pooled"
"1316","mu","11",-0.105078560919285,0.53,-0.103125247881307,-0.0578472153512328,-0.0803020632803088,-0.0816643643357054,0.0341907502214759,20,20,0.868,0.0341907502214759,"pooled"
"1317","mu","12",-0.0414580398982763,0.74,-0.103125247881307,-0.0578472153512328,-0.0803020632803088,-0.0816643643357054,0.0341907502214759,20,20,0.868,0.0341907502214759,"pooled"
"1318","mu","13",-0.223709813978709,1,-0.103125247881307,-0.0578472153512328,-0.0803020632803088,-0.0816643643357054,0.0341907502214759,20,20,0.868,0.0341907502214759,"pooled"
"1319","mu","14",-0.199041484854867,1,-0.103125247881307,-0.0578472153512328,-0.0803020632803088,-0.0816643643357054,0.0341907502214759,20,20,0.868,0.0341907502214759,"pooled"
"1320","mu","15",0.0898558780572588,1,-0.103125247881307,-0.0578472153512328,-0.0803020632803088,-0.0816643643357054,0.0341907502214759,20,20,0.868,0.0341907502214759,"pooled"
"1321","mu","16",-0.254069523590437,1,-0.103125247881307,-0.0578472153512328,-0.0803020632803088,-0.0816643643357054,0.0341907502214759,20,20,0.868,0.0341907502214759,"pooled"
"1322","mu","17",0.112458280133373,1,-0.103125247881307,-0.0578472153512328,-0.0803020632803088,-0.0816643643357054,0.0341907502214759,20,20,0.868,0.0341907502214759,"pooled"
"1323","mu","18",0.220688423761028,1,-0.103125247881307,-0.0578472153512328,-0.0803020632803088,-0.0816643643357054,0.0341907502214759,20,20,0.868,0.0341907502214759,"pooled"
"1324","mu","19",0.00298280914147943,0.99,-0.103125247881307,-0.0578472153512328,-0.0803020632803088,-0.0816643643357054,0.0341907502214759,20,20,0.868,0.0341907502214759,"pooled"
"1325","mu","20",-0.0230219139569293,0.9,-0.103125247881307,-0.0578472153512328,-0.0803020632803088,-0.0816643643357054,0.0341907502214759,20,20,0.868,0.0341907502214759,"pooled"
"1326","lambda","1",0.658270082098877,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1327","lambda","2",0.555519669579744,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1328","lambda","3",0.602342504791957,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1329","lambda","4",0.583979958942486,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1330","lambda","5",0.425783094909281,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1331","lambda","6",0.438388768767016,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1332","lambda","7",0.500521167101788,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1333","lambda","8",0.586669303258285,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1334","lambda","9",0.469567706655217,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1335","lambda","10",0.449060754748212,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1336","lambda","11",0.59504575436708,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1337","lambda","12",0.681565018121285,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1338","lambda","13",0.599407805393064,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1339","lambda","14",0.565804320948656,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1340","lambda","15",0.450721335150833,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1341","lambda","16",0.396211588730609,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1342","lambda","17",0.506504154965428,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1343","lambda","18",0.444422413397212,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1344","lambda","19",0.453465744016975,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1345","lambda","20",0.576212956528532,1,0.185437982297764,0.227308924470762,0.207560305697683,0.205991637463279,0.0301749442180504,20,20,1,0.0301749442180504,"pooled"
"1346","sigma","1",0.328359713067146,1,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1347","sigma","2",0.313897042380257,1,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1348","sigma","3",0.175058749882603,0.27,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1349","sigma","4",0.243465768391621,1,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1350","sigma","5",0.159829953410356,0.9,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1351","sigma","6",0.179759376444359,0.01,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1352","sigma","7",0.154613249634337,0.95,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1353","sigma","8",0.246663181417911,1,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1354","sigma","9",0.24006726495042,1,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1355","sigma","10",0.144936267899676,1,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1356","sigma","11",0.141109618002657,1,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1357","sigma","12",0.0862675906667682,1,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1358","sigma","13",0.149081290312438,0.99,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1359","sigma","14",0.205886930396961,0.95,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1360","sigma","15",0.148862505055152,0.99,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1361","sigma","16",0.363505152029127,1,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1362","sigma","17",0.174034906374339,0.34,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1363","sigma","18",0.303014223439353,1,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1364","sigma","19",0.331713103619342,1,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1365","sigma","20",0.122125410159988,1,0.171377191390116,0.188951169790964,0.180239377830342,0.179973835265512,0.0133348183588074,20,20,0.87,0.0133348183588074,"pooled"
"1366","mu","1",-0.0863868858499202,0.84,-0.224469400246202,-0.134961037927247,-0.179743030498347,-0.177892426838369,0.0736593157635639,20,20,0.4895,0.0896300754006139,"non_pooled"
"1367","mu","2",0.140383263864474,0.05,0.0514587823013905,0.243794862225029,0.147884630623301,0.148907953093961,0.156005355880331,20,20,0.4895,0.0896300754006139,"non_pooled"
"1368","mu","3",-0.0616143633894318,0.59,-0.126349283561688,-0.0683208651349763,-0.0970723508016105,-0.096060787407954,0.043788355374938,20,20,0.4895,0.0896300754006139,"non_pooled"
"1369","mu","4",-0.422888316370707,0.6,-0.566843229903324,-0.437452559064817,-0.501028767654708,-0.499794157172532,0.108793546093085,20,20,0.4895,0.0896300754006139,"non_pooled"
"1370","mu","5",0.317051169175579,0.26,0.293956994880703,0.388323651107749,0.341984457573714,0.342336152566523,0.0748248830998861,20,20,0.4895,0.0896300754006139,"non_pooled"
"1371","mu","6",-0.132909306802762,0.02,-0.170421621349036,-0.0981055053162521,-0.133165551446016,-0.13215700241614,0.0582245150177613,20,20,0.4895,0.0896300754006139,"non_pooled"
"1372","mu","7",-0.168837340232038,0.9,-0.119829985764879,-0.0524427481255759,-0.085255269981289,-0.0850427646815972,0.0548710084168396,20,20,0.4895,0.0896300754006139,"non_pooled"
"1373","mu","8",0.060289640034473,0.08,-0.0399066515898818,0.143078503029615,0.0521778765453842,0.0513930167580703,0.153384431281441,20,20,0.4895,0.0896300754006139,"non_pooled"
"1374","mu","9",-0.120394751480226,0.84,-0.0393058069971011,0.112959217696659,0.0364840453028589,0.0348740180691963,0.120906356657965,20,20,0.4895,0.0896300754006139,"non_pooled"
"1375","mu","10",-0.561802054419258,0.92,-0.654957736820483,-0.604647473212862,-0.63015645802941,-0.62768374764673,0.0424363908672017,20,20,0.4895,0.0896300754006139,"non_pooled"
"1376","mu","11",-0.105078560919285,0.97,-0.220317763243215,-0.175668055892886,-0.197719807272263,-0.198086119220544,0.0378984192821903,20,20,0.4895,0.0896300754006139,"non_pooled"
"1377","mu","12",-0.0414580398982763,0.57,-0.0389676003588492,-0.00796377237197777,-0.0233435233614573,-0.0237463198837138,0.023863143908919,20,20,0.4895,0.0896300754006139,"non_pooled"
"1378","mu","13",-0.223709813978709,0.37,-0.260741980955878,-0.217383109591226,-0.239568893595087,-0.239671700272976,0.0360380171169904,20,20,0.4895,0.0896300754006139,"non_pooled"
"1379","mu","14",-0.199041484854867,0.64,-0.378321831795612,-0.231128330434248,-0.303975515024613,-0.305262033596377,0.118971779542062,20,20,0.4895,0.0896300754006139,"non_pooled"
"1380","mu","15",0.0898558780572588,0.17,0.0561490238114173,0.151552125100654,0.103987485109243,0.103811140103279,0.073858104175382,20,20,0.4895,0.0896300754006139,"non_pooled"
"1381","mu","16",-0.254069523590437,0.25,-0.373949270427272,-0.21240746802768,-0.294867108283066,-0.289433383060246,0.132271333615049,20,20,0.4895,0.0896300754006139,"non_pooled"
"1382","mu","17",0.112458280133373,0.65,0.126309953446561,0.195628065870977,0.160706058141442,0.160530323997036,0.055376299955777,20,20,0.4895,0.0896300754006139,"non_pooled"
"1383","mu","18",0.220688423761028,0.15,0.160003980054934,0.319541252592296,0.241077958388067,0.240780520677649,0.138132677071523,20,20,0.4895,0.0896300754006139,"non_pooled"
"1384","mu","19",0.00298280914147943,0.37,-0.029980993250945,0.209540361427658,0.0902543694962397,0.0917787618356526,0.19554734981168,20,20,0.4895,0.0896300754006139,"non_pooled"
"1385","mu","20",-0.0230219139569293,0.55,-0.141419625645387,-0.0282679868110628,-0.0829589152062635,-0.0845285240852256,0.0937502250796918,20,20,0.4895,0.0896300754006139,"non_pooled"
"1386","lambda","1",0.658270082098877,0.22,0.56526227005074,0.856212488519201,0.705383397039114,0.72466134625932,0.18165565844869,20,20,0.4795,0.180028658924853,"non_pooled"
"1387","lambda","2",0.555519669579744,0.3,0.374901228318288,0.618847582642751,0.510589292872912,0.483754647779403,0.180119400518578,20,20,0.4795,0.180028658924853,"non_pooled"
"1388","lambda","3",0.602342504791957,0.13,0.495182844663182,0.787358326517094,0.640592328036299,0.63686452469908,0.183173802759604,20,20,0.4795,0.180028658924853,"non_pooled"
"1389","lambda","4",0.583979958942486,0.42,0.559029048845875,0.841530274195842,0.698174152480906,0.710902062904164,0.179329422586361,20,20,0.4795,0.180028658924853,"non_pooled"
"1390","lambda","5",0.425783094909281,0.63,0.472654083543689,0.785146605096199,0.628091899918153,0.621111026670994,0.199719119055644,20,20,0.4795,0.180028658924853,"non_pooled"
"1391","lambda","6",0.438388768767016,0.73,0.518415335598616,0.794164537969546,0.654374370720957,0.651970189141253,0.182383855061911,20,20,0.4795,0.180028658924853,"non_pooled"
"1392","lambda","7",0.500521167101788,0.6,0.530876337444706,0.820731652211431,0.673731136347405,0.67958300473356,0.187594854983445,20,20,0.4795,0.180028658924853,"non_pooled"
"1393","lambda","8",0.586669303258285,0.46,0.37858263031228,0.600456005983259,0.500281521976102,0.475391797134143,0.164016669001361,20,20,0.4795,0.180028658924853,"non_pooled"
"1394","lambda","9",0.469567706655217,0.64,0.516477763845802,0.79899765588436,0.656178766083755,0.660866546058345,0.182254822247409,20,20,0.4795,0.180028658924853,"non_pooled"
"1395","lambda","10",0.449060754748212,0.69,0.500584468808717,0.767053582999131,0.635497193158081,0.622530239745705,0.179800003293617,20,20,0.4795,0.180028658924853,"non_pooled"
"1396","lambda","11",0.59504575436708,0.6,0.628418196611476,0.893358625574715,0.748642119337457,0.780129431379742,0.172096201069239,20,20,0.4795,0.180028658924853,"non_pooled"
"1397","lambda","12",0.681565018121285,0.62,0.407014661097919,0.642018427713073,0.531984545963439,0.513343012985461,0.165049632917274,20,20,0.4795,0.180028658924853,"non_pooled"
"1398","lambda","13",0.599407805393064,0.23,0.51217939331798,0.816245325278192,0.661750303457565,0.675660770597996,0.192169882565035,20,20,0.4795,0.180028658924853,"non_pooled"
"1399","lambda","14",0.565804320948656,0.44,0.543071603120785,0.843198048153487,0.688610309329877,0.707494706570915,0.189441051384197,20,20,0.4795,0.180028658924853,"non_pooled"
"1400","lambda","15",0.450721335150833,0.24,0.393391990095571,0.636223278762451,0.522920746328927,0.505152750837204,0.172814027525609,20,20,0.4795,0.180028658924853,"non_pooled"
"1401","lambda","16",0.396211588730609,0.67,0.447273056482211,0.724911894954231,0.588883903710487,0.579949555138635,0.180965860729314,20,20,0.4795,0.180028658924853,"non_pooled"
"1402","lambda","17",0.506504154965428,0.15,0.389792031120315,0.601652646475089,0.504168671744086,0.480103751903448,0.16209799967097,20,20,0.4795,0.180028658924853,"non_pooled"
"1403","lambda","18",0.444422413397212,0.69,0.521966059823667,0.80294599062712,0.653608050901353,0.647384124705164,0.183002108869067,20,20,0.4795,0.180028658924853,"non_pooled"
"1404","lambda","19",0.453465744016975,0.56,0.476538725143517,0.765434096697143,0.619297950125844,0.603572488584171,0.19125833138739,20,20,0.4795,0.180028658924853,"non_pooled"
"1405","lambda","20",0.576212956528532,0.57,0.346837894193565,0.554716010406544,0.470185226870627,0.437467257137722,0.171630474422338,20,20,0.4795,0.180028658924853,"non_pooled"
"1406","sigma","1",0.328359713067146,0.6,0.204112398038599,0.31421234986445,0.262755803950249,0.2524956036656,0.0835924184236509,20,20,0.5685,0.0892830914004572,"non_pooled"
"1407","sigma","2",0.313897042380257,0.42,0.298083771178652,0.467342543752704,0.394929964343989,0.383925508613501,0.129952764521563,20,20,0.5685,0.0892830914004572,"non_pooled"
"1408","sigma","3",0.175058749882603,0.48,0.115757054324522,0.176695027683639,0.149118722723185,0.143182713745232,0.0463630378225004,20,20,0.5685,0.0892830914004572,"non_pooled"
"1409","sigma","4",0.243465768391621,0.81,0.304305341039628,0.445767996283686,0.384022330094548,0.375592716620749,0.114467019668909,20,20,0.5685,0.0892830914004572,"non_pooled"
"1410","sigma","5",0.159829953410356,0.63,0.172607378013304,0.270524690591227,0.227586724113582,0.217176155023617,0.0782467477271007,20,20,0.5685,0.0892830914004572,"non_pooled"
"1411","sigma","6",0.179759376444359,0.24,0.154688027928227,0.241949478821259,0.203734894485826,0.196914215708682,0.0647420371282728,20,20,0.5685,0.0892830914004572,"non_pooled"
"1412","sigma","7",0.154613249634337,0.38,0.146142468849887,0.2165252964023,0.184920704201395,0.17834397687542,0.057669177532723,20,20,0.5685,0.0892830914004572,"non_pooled"
"1413","sigma","8",0.246663181417911,0.8,0.302590066934412,0.493374103415999,0.409242330194832,0.393020500383255,0.144412837963034,20,20,0.5685,0.0892830914004572,"non_pooled"
"1414","sigma","9",0.24006726495042,0.88,0.322604611734768,0.495106329684195,0.412526273813818,0.389388384586873,0.130594044949668,20,20,0.5685,0.0892830914004572,"non_pooled"
"1415","sigma","10",0.144936267899676,0.16,0.108202395291042,0.16679056101632,0.140739637007697,0.136754512876549,0.0443156059912972,20,20,0.5685,0.0892830914004572,"non_pooled"
"1416","sigma","11",0.141109618002657,0.08,0.117443750392096,0.179250760892043,0.151254029415046,0.14475080077174,0.0480313002133407,20,20,0.5685,0.0892830914004572,"non_pooled"
"1417","sigma","12",0.0862675906667682,0.69,0.0511636063820452,0.0769240109423395,0.0652621192928078,0.0623203318895824,0.0204505645513909,20,20,0.5685,0.0892830914004572,"non_pooled"
"1418","sigma","13",0.149081290312438,0.62,0.0923638909728302,0.142942188010955,0.118972829962415,0.113509198011937,0.0379461464195442,20,20,0.5685,0.0892830914004572,"non_pooled"
"1419","sigma","14",0.205886930396961,0.96,0.327748880808196,0.50201877321351,0.423569007315858,0.404992151116111,0.133133768383642,20,20,0.5685,0.0892830914004572,"non_pooled"
"1420","sigma","15",0.148862505055152,0.51,0.148975858059149,0.228399569969099,0.193157425695728,0.186771467213637,0.0628856455136251,20,20,0.5685,0.0892830914004572,"non_pooled"
"1421","sigma","16",0.363505152029127,0.11,0.279639430294118,0.427829873186139,0.361741063110881,0.346641190782541,0.115538492351974,20,20,0.5685,0.0892830914004572,"non_pooled"
"1422","sigma","17",0.174034906374339,0.41,0.115275839249996,0.181570718443635,0.151391827845472,0.144466012109066,0.0488893750243162,20,20,0.5685,0.0892830914004572,"non_pooled"
"1423","sigma","18",0.303014223439353,0.75,0.359607944351177,0.549808989780737,0.462812420037799,0.444184060918603,0.143962480178354,20,20,0.5685,0.0892830914004572,"non_pooled"
"1424","sigma","19",0.331713103619342,0.92,0.493028577116032,0.774164136259281,0.642851610747549,0.620354421845718,0.206180520996454,20,20,0.5685,0.0892830914004572,"non_pooled"
"1425","sigma","20",0.122125410159988,0.92,0.174405993692375,0.274744697819008,0.229811183649405,0.221919751387106,0.0742878426477848,20,20,0.5685,0.0892830914004572,"non_pooled"
"1426","mu","1",-0.0863868858499202,0.73,-0.222051692303695,-0.11811946477993,-0.169643852765032,-0.170226016955342,0.0806769505742835,20,20,0.3955,0.0889170791454567,"partially"
"1427","mu","2",0.140383263864474,0.34,0.0034584347607406,0.168406619931242,0.0830999455150535,0.08687976479871,0.129957664542152,20,20,0.3955,0.0889170791454567,"partially"
"1428","mu","3",-0.0616143633894318,0.5,-0.131117742945979,-0.0615116355868412,-0.0956514269249805,-0.0957612599315086,0.0553765526112628,20,20,0.3955,0.0889170791454567,"partially"
"1429","mu","4",-0.422888316370707,0.09,-0.48348111207636,-0.324526354771139,-0.399545572945825,-0.412019842014641,0.124090827894653,20,20,0.3955,0.0889170791454567,"partially"
"1430","mu","5",0.317051169175579,0.1,0.252965892482842,0.354015510480578,0.302724644656723,0.307463303886081,0.0836246334273812,20,20,0.3955,0.0889170791454567,"partially"
"1431","mu","6",-0.132909306802762,0.05,-0.173598557465343,-0.0868853905693207,-0.12928261881634,-0.12880500279268,0.0677286081182575,20,20,0.3955,0.0889170791454567,"partially"
"1432","mu","7",-0.168837340232038,0.84,-0.124688994190782,-0.0436133578005045,-0.0847168522331751,-0.0824950639239544,0.0640153931734249,20,20,0.3955,0.0889170791454567,"partially"
"1433","mu","8",0.060289640034473,0.26,-0.0604128282121779,0.103758041398015,0.0233861908243003,0.0235156344881794,0.127938398536106,20,20,0.3955,0.0889170791454567,"partially"
"1434","mu","9",-0.120394751480226,0.74,-0.0617285894920147,0.0854514185591139,0.0100432913096253,0.0124852923460036,0.117996494758979,20,20,0.3955,0.0889170791454567,"partially"
"1435","mu","10",-0.561802054419258,0.59,-0.637282609685202,-0.570032138700792,-0.602220973897834,-0.606641407949101,0.0587299831194908,20,20,0.3955,0.0889170791454567,"partially"
"1436","mu","11",-0.105078560919285,0.89,-0.221099152928125,-0.157827371966364,-0.186734543776486,-0.187673055919538,0.0516142160909994,20,20,0.3955,0.0889170791454567,"partially"
"1437","mu","12",-0.0414580398982763,0.56,-0.0394565108286442,-0.0061047804735467,-0.0230360738875302,-0.0232968442894491,0.02669634461025,20,20,0.3955,0.0889170791454567,"partially"
"1438","mu","13",-0.223709813978709,0.24,-0.259205913182779,-0.208647717405594,-0.233448467185047,-0.234590391784602,0.0410498906453369,20,20,0.3955,0.0889170791454567,"partially"
"1439","mu","14",-0.199041484854867,0.36,-0.322924719881527,-0.171637942644029,-0.245260148718154,-0.247839969403628,0.118353290410002,20,20,0.3955,0.0889170791454567,"partially"
"1440","mu","15",0.0898558780572588,0.08,0.0330168937768617,0.129033127181854,0.0795987256779396,0.0822895025104515,0.0768630635746799,20,20,0.3955,0.0889170791454567,"partially"
"1441","mu","16",-0.254069523590437,0.02,-0.320938938216306,-0.177001853182854,-0.246421104460052,-0.251134497349356,0.115186233207988,20,20,0.3955,0.0889170791454567,"partially"
"1442","mu","17",0.112458280133373,0.39,0.101089058074632,0.176805780352882,0.139381172856811,0.140279879034496,0.0618533442891499,20,20,0.3955,0.0889170791454567,"partially"
"1443","mu","18",0.220688423761028,0.44,0.0654099831431614,0.234975260876444,0.150201565287545,0.159520932804944,0.134458811568972,20,20,0.3955,0.0889170791454567,"partially"
"1444","mu","19",0.00298280914147943,0.1,-0.0735520490738828,0.11940136486808,0.0224113146206611,0.0312986118489462,0.159112543683525,20,20,0.3955,0.0889170791454567,"partially"
"1445","mu","20",-0.0230219139569293,0.59,-0.140528576061164,-0.0344237848207633,-0.0892869010024288,-0.0907868991679752,0.08301833807224,20,20,0.3955,0.0889170791454567,"partially"
"1446","lambda","1",0.658270082098877,0.63,0.39886041272056,0.619562142505136,0.518941077890919,0.502611640502267,0.15644188090743,20,20,0.412,0.140090962080345,"partially"
"1447","lambda","2",0.555519669579744,0.81,0.331310512010633,0.478194653950642,0.411372069596843,0.401401116227838,0.107673641748211,20,20,0.412,0.140090962080345,"partially"
"1448","lambda","3",0.602342504791957,0.59,0.389282496981031,0.576617306170766,0.490270561563525,0.472023014299025,0.1444959793963,20,20,0.412,0.140090962080345,"partially"
"1449","lambda","4",0.583979958942486,0.58,0.379918620039969,0.55812503846849,0.482053929262873,0.466473688348014,0.142059736708595,20,20,0.412,0.140090962080345,"partially"
"1450","lambda","5",0.425783094909281,0.23,0.384854415879381,0.570708313983086,0.486163617599549,0.462982763643841,0.150376634652718,20,20,0.412,0.140090962080345,"partially"
"1451","lambda","6",0.438388768767016,0.27,0.399335760303871,0.600501952750364,0.505768634008995,0.482494857687209,0.152089367389415,20,20,0.412,0.140090962080345,"partially"
"1452","lambda","7",0.500521167101788,0.11,0.393835337642983,0.595222647448971,0.504542103076089,0.483613614014276,0.15438820339985,20,20,0.412,0.140090962080345,"partially"
"1453","lambda","8",0.586669303258285,0.82,0.328540926171087,0.487477799735344,0.416280248242023,0.400426351931678,0.117848463140489,20,20,0.412,0.140090962080345,"partially"
"1454","lambda","9",0.469567706655217,0.04,0.377936026114219,0.580730308760392,0.486249533547516,0.463683783619146,0.149654173888622,20,20,0.412,0.140090962080345,"partially"
"1455","lambda","10",0.449060754748212,0.1,0.382563859262031,0.569462050516212,0.485223233654378,0.467977786721063,0.14971752657247,20,20,0.412,0.140090962080345,"partially"
"1456","lambda","11",0.59504575436708,0.33,0.422818567990495,0.656965349877591,0.547541575878262,0.513764674403852,0.173618285901856,20,20,0.412,0.140090962080345,"partially"
"1457","lambda","12",0.681565018121285,0.88,0.359255008655673,0.522219678642193,0.450886160790857,0.429113289207821,0.132831888626666,20,20,0.412,0.140090962080345,"partially"
"1458","lambda","13",0.599407805393064,0.47,0.387986751793788,0.610921428102106,0.510879766114006,0.489485686176262,0.162439325607499,20,20,0.412,0.140090962080345,"partially"
"1459","lambda","14",0.565804320948656,0.45,0.390802337285794,0.577303380047275,0.496264474067096,0.478482589743985,0.14829683014136,20,20,0.412,0.140090962080345,"partially"
"1460","lambda","15",0.450721335150833,0.22,0.347188381178153,0.501589069747173,0.433953094361979,0.418585935410442,0.123698156221898,20,20,0.412,0.140090962080345,"partially"
"1461","lambda","16",0.396211588730609,0.24,0.354467142736151,0.530221834635161,0.450565439699545,0.437532042091486,0.130282329294607,20,20,0.412,0.140090962080345,"partially"
"1462","lambda","17",0.506504154965428,0.48,0.340457786716538,0.512085649933954,0.436827146354968,0.417407665342462,0.129989549581469,20,20,0.412,0.140090962080345,"partially"
"1463","lambda","18",0.444422413397212,0.03,0.3664467473787,0.554717015957058,0.470601855563104,0.448341869046798,0.141195356222721,20,20,0.412,0.140090962080345,"partially"
"1464","lambda","19",0.453465744016975,0.11,0.367794453943217,0.527337956948028,0.451800964369191,0.440224208774757,0.123069242466207,20,20,0.412,0.140090962080345,"partially"
"1465","lambda","20",0.576212956528532,0.85,0.325407487691506,0.475846147592037,0.408555234454268,0.396120122460254,0.111652669738513,20,20,0.412,0.140090962080345,"partially"
"1466","sigma","1",0.328359713067146,0.9,0.18815614131631,0.263627866148091,0.228502144204093,0.225798624774724,0.0599326474785013,20,20,0.4555,0.0558256343038722,"partially"
"1467","sigma","2",0.313897042380257,0.45,0.223182374673416,0.321061916707565,0.276129678261798,0.26761479020386,0.0757983046825871,20,20,0.4555,0.0558256343038722,"partially"
"1468","sigma","3",0.175058749882603,0.43,0.12389422411405,0.180024015281496,0.154341268488112,0.149996513881127,0.0421338750669011,20,20,0.4555,0.0558256343038722,"partially"
"1469","sigma","4",0.243465768391621,0.28,0.22629377205418,0.319999438979855,0.275394878403739,0.267079995221444,0.0660047275557099,20,20,0.4555,0.0558256343038722,"partially"
"1470","sigma","5",0.159829953410356,0.68,0.173073449177675,0.240823475990694,0.20953531551844,0.204608825155577,0.0535407264443602,20,20,0.4555,0.0558256343038722,"partially"
"1471","sigma","6",0.179759376444359,0.21,0.160670583909689,0.224285286211142,0.195108520140561,0.19083245193176,0.0507279668286275,20,20,0.4555,0.0558256343038722,"partially"
"1472","sigma","7",0.154613249634337,0.41,0.148216791614588,0.213855962794624,0.18205546381302,0.179917335891117,0.0470248384203194,20,20,0.4555,0.0558256343038722,"partially"
"1473","sigma","8",0.246663181417911,0.4,0.237107861018788,0.325932111093536,0.285837376713984,0.281737634933417,0.0691152416297752,20,20,0.4555,0.0558256343038722,"partially"
"1474","sigma","9",0.24006726495042,0.42,0.234321369730389,0.32305208728786,0.281388866132921,0.275766483682927,0.067400846622415,20,20,0.4555,0.0558256343038722,"partially"
